,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,filename,datetime,burst,burst_type,link,split,spectrogram_f,spectrogram_t
478,478,6996,6996,8927,FITfiles/2024-09-11/UMICH_20240911_090000_59.fit,2024-09-11 09:00:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/09/11/ALASKA-ANCHORAGE_20240911_130000_01.fit.gz,train,190.0,3600.0
480,480,2635,2635,5516,FITfiles/2024-06-02/UMICH_20240602_003810_59.fit,2024-06-02 00:45:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/06/02/ALASKA-HAARP_20240602_044500_63.fit.gz,train,190.0,3600.0
482,482,5829,5829,4398,FITfiles/2024-08-02/Beelink1_20240802_103000_59.fit,2024-08-02 10:30:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/08/02/ALASKA-ANCHORAGE_20240802_143000_01.fit.gz,train,190.0,3600.0
483,483,973,973,7512,FITfiles/2024-04-18/Beelink1_20240418_114500_59.fit,2024-04-18 11:45:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/04/18/ALASKA-ANCHORAGE_20240418_154500_01.fit.gz,train,190.0,3600.0
484,484,4115,4115,7843,FITfiles/2024-06-27/UMICH_20240627_101500_59.fit,2024-06-27 10:15:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/06/27/ALASKA-ANCHORAGE_20240627_141500_01.fit.gz,train,190.0,3600.0
485,485,1322,1322,6036,FITfiles/2024-04-24/Beelink1_20240424_120000_59.fit,2024-04-24 12:00:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/04/24/ALASKA-ANCHORAGE_20240424_160000_01.fit.gz,train,190.0,3600.0
488,488,3189,3189,2684,FITfiles/2024-06-11/UMICH_20240611_105959_59.fit,2024-06-11 11:00:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/06/11/ALASKA-COHOE_20240611_150000_62.fit.gz,train,190.0,3600.0
489,489,3664,3664,8123,FITfiles/2024-06-19/UMICH_20240619_134500_59.fit,2024-06-19 13:45:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/06/19/ALASKA-ANCHORAGE_20240619_174500_01.fit.gz,train,190.0,3600.0
490,490,4562,4562,2854,FITfiles/2024-07-05/Beelink1_20240705_151500_59.fit,2024-07-05 15:15:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/07/05/ALASKA-ANCHORAGE_20240705_191500_01.fit.gz,train,190.0,3600.0
491,491,9227,9227,119,FITfiles/2024-11-04/Beelink1_20241104_121500_59.fit,2024-11-04 12:15:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/11/04/ALASKA-COHOE_20241104_171500_62.fit.gz,train,190.0,3589.0
